,Pasture,Month,Day,Year,Ecosite,Treatment,CPNM,Biomass,Stdev,Date2,PastureID,CPNM2
976,21N,8,5,2015,Loamy,AGM,SD,64.68125,14.35293778,08/05/2015,12,SD
977,21N,8,5,2015,Loamy,AGM,SS,180.5,143.9689593,08/05/2015,12,SSHB
978,21N,8,5,2015,Loamy,AGM,VUOC,1.85,1.932722605,08/05/2015,12,VUOC
979,21N,8,5,2015,Loamy,AGM,WSPG,38.6875,64.8964897,08/05/2015,12,WSPG
937,21N,8,5,2016,Loamy,AGM,BOBU,377.75,123.6254727,08/05/2016,12,BOBU
948,21N,8,5,2016,Loamy,AGM,C3PG,244.85,195.7671587,08/05/2016,12,CSPG
964,21N,8,5,2016,Loamy,AGM,FORB,78.975,75.32750438,08/05/2016,12,FRB3
965,21N,8,5,2016,Loamy,AGM,SD,316.59375,183.2979682,08/05/2016,12,SD
966,21N,8,5,2016,Loamy,AGM,SS,166.375,109.8343393,08/05/2016,12,SSHB
967,21N,8,5,2016,Loamy,AGM,VUOC,95.0875,55.27442333,08/05/2016,12,VUOC
968,21N,8,5,2016,Loamy,AGM,WSPG,39.5625,27.94224326,08/05/2016,12,WSPG
951,21N,8,5,2017,Loamy,AGM,BOBU,439.375,152.5601138,08/05/2017,12,BOBU
952,21N,8,5,2017,Loamy,AGM,C3PG,250.73125,137.8593477,08/05/2017,12,CSPG
954,21N,8,5,2017,Loamy,AGM,FORB,100.64375,112.2443621,08/05/2017,12,FRB3
955,21N,8,5,2017,Loamy,AGM,SD,261.39375,148.2332528,08/05/2017,12,SD
996,21N,8,5,2017,Loamy,AGM,SS,78.64375,89.55949693,08/05/2017,12,SSHB
997,21N,8,5,2017,Loamy,AGM,VUOC,6.79375,12.87773232,08/05/2017,12,VUOC
998,21N,8,5,2017,Loamy,AGM,WSPG,17.825,20.05137152,08/05/2017,12,WSPG
981,21N,8,5,2018,Loamy,AGM,BOBU,152.6854167,29.16168559,08/05/2018,12,BOBU
982,21N,8,5,2018,Loamy,AGM,C3PG,271.3958333,163.660816,08/05/2018,12,CSPG
984,21N,8,5,2018,Loamy,AGM,FORB,88.66458333,110.2832314,08/05/2018,12,FRB3
999,21N,8,5,2018,Loamy,AGM,SD,282.5166667,74.8161311,08/05/2018,12,SD
987,21N,8,5,2018,Loamy,AGM,SS,143.5979167,192.7401958,08/05/2018,12,SSHB
1001,21N,8,5,2018,Loamy,AGM,VUOC,152.55625,138.2745734,08/05/2018,12,VUOC
1007,21N,8,5,2018,Loamy,AGM,WSPG,4.775,6.482379964,08/05/2018,12,WSPG
970,21N,8,5,2019,Loamy,AGM,BOBU,205.35625,17.31414854,08/05/2019,12,BOBU
971,21N,8,5,2019,Loamy,AGM,C3PG,548.28125,178.8051609,08/05/2019,12,CSPG
973,21N,8,5,2019,Loamy,AGM,FORB,544.2125,271.703572,08/05/2019,12,FRB3
961,21N,8,5,2019,Loamy,AGM,SD,6.7375,2.52565998,08/05/2019,12,SD
1002,21N,8,5,2019,Loamy,AGM,SS,142.1625,128.1593515,08/05/2019,12,SSHB
1004,21N,8,5,2019,Loamy,AGM,VUOC,113.99375,96.21623731,08/05/2019,12,VUOC
1008,21N,8,5,2019,Loamy,AGM,WSPG,6.3125,12.625,08/05/2019,12,WSPG
959,21N,8,5,2020,Loamy,AGM,BOBU,44.925,15.48044465,08/05/2020,12,BOBU
960,21N,8,5,2020,Loamy,AGM,C3PG,344.69375,68.96201966,08/05/2020,12,CSPG
962,21N,8,5,2020,Loamy,AGM,FORB,10.8375,10.35439721,08/05/2020,12,FRB3
1003,21N,8,5,2020,Loamy,AGM,SD,272.51875,96.44179241,08/05/2020,12,SD
1000,21N,8,5,2020,Loamy,AGM,SS,22.80625,45.6125,08/05/2020,12,SSHB
1005,21N,8,5,2020,Loamy,AGM,VUOC,39.225,31.18002165,08/05/2020,12,VUOC
993,21N,8,5,2020,Loamy,AGM,WSPG,0,0,08/05/2020,12,WSPG
989,21N,8,5,2021,Loamy,AGM,BOBU,91.3,59.4629962,08/05/2021,12,BOBU
990,21N,8,5,2021,Loamy,AGM,C3PG,715.98125,472.3375719,08/05/2021,12,CSPG
992,21N,8,5,2021,Loamy,AGM,FORB,190.5125,283.1557003,08/05/2021,12,FRB3
980,21N,8,5,2021,Loamy,AGM,SD,11.3375,6.496297022,08/05/2021,12,SD
994,21N,8,5,2021,Loamy,AGM,SS,155.55,103.7153095,08/05/2021,12,SSHB
995,21N,8,5,2021,Loamy,AGM,VUOC,280.7,182.7580208,08/05/2021,12,VUOC
1006,21N,8,5,2021,Loamy,AGM,WSPG,1.54375,3.0875,08/05/2021,12,WSPG
1009,24W,8,5,2013,Loamy,TGM,BOBU,389.25,89.96578979,08/05/2013,2,BOBU
1028,24W,8,5,2013,Loamy,TGM,C3PG,27.65625,18.85575039,08/05/2013,2,CSPG
1045,24W,8,5,2013,Loamy,TGM,FORB,53.91041667,35.08728427,08/05/2013,2,FRB3
1046,24W,8,5,2013,Loamy,TGM,SD,101.025,68.24590952,08/05/2013,2,SD
1011,24W,8,5,2013,Loamy,TGM,SS,4,8,08/05/2013,2,SSHB
1012,24W,8,5,2013,Loamy,TGM,VUOC,43.05416667,17.46938791,08/05/2013,2,VUOC
1079,24W,8,5,2013,Loamy,TGM,WSPG,8.902083333,5.437653255,08/05/2013,2,WSPG
1031,24W,8,5,2014,Loamy,TGM,BOBU,461.66875,104.4824175,08/05/2014,2,BOBU
1032,24W,8,5,2014,Loamy,TGM,C3PG,109.0125,88.90133459,08/05/2014,2,CSPG
1034,24W,8,5,2014,Loamy,TGM,FORB,59.93125,39.64105287,08/05/2014,2,FRB3
1035,24W,8,5,2014,Loamy,TGM,SD,47.2,14.94639031,08/05/2014,2,SD
1037,24W,8,5,2014,Loamy,TGM,SS,0.775,1.55,08/05/2014,2,SSHB
1038,24W,8,5,2014,Loamy,TGM,VUOC,259.8375,43.79594968,08/05/2014,2,VUOC
1039,24W,8,5,2014,Loamy,TGM,WSPG,0,0,08/05/2014,2,WSPG
1010,24W,8,5,2015,Loamy,TGM,BOBU,803.39375,89.05465638,08/05/2015,2,BOBU
1021,24W,8,5,2015,Loamy,TGM,C3PG,231.1875,179.5699196,08/05/2015,2,CSPG
1036,24W,8,5,2015,Loamy,TGM,FORB,64.34375,46.8300668,08/05/2015,2,FRB3
1024,24W,8,5,2015,Loamy,TGM,SD,104.20625,44.37163309,08/05/2015,2,SD
1066,24W,8,5,2015,Loamy,TGM,SS,122.175,230.9987906,08/05/2015,2,SSHB
1067,24W,8,5,2015,Loamy,TGM,VUOC,53.2,30.20509753,08/05/2015,2,VUOC
1055,24W,8,5,2015,Loamy,TGM,WSPG,76.8,96.11294354,08/05/2015,2,WSPG
1013,24W,8,5,2016,Loamy,TGM,BOBU,354.29375,124.4551867,08/05/2016,2,BOBU
1023,24W,8,5,2016,Loamy,TGM,C3PG,122.63125,84.03707608,08/05/2016,2,CSPG
1025,24W,8,5,2016,Loamy,TGM,FORB,14.3625,7.068165132,08/05/2016,2,FRB3
1026,24W,8,5,2016,Loamy,TGM,SD,275.525,121.0795262,08/05/2016,2,SD
1027,24W,8,5,2016,Loamy,TGM,SS,334.05625,363.0566498,08/05/2016,2,SSHB
1056,24W,8,5,2016,Loamy,TGM,VUOC,367.69375,111.6497077,08/05/2016,2,VUOC
1057,24W,8,5,2016,Loamy,TGM,WSPG,20.9625,29.86454489,08/05/2016,2,WSPG
1016,24W,8,5,2017,Loamy,TGM,BOBU,480.575,76.95063894,08/05/2017,2,BOBU
1017,24W,8,5,2017,Loamy,TGM,C3PG,170.4125,151.0483939,08/05/2017,2,CSPG
1042,24W,8,5,2017,Loamy,TGM,FORB,45.2125,11.23687197,08/05/2017,2,FRB3
1043,24W,8,5,2017,Loamy,TGM,SD,205.33125,98.30829563,08/05/2017,2,SD
1068,24W,8,5,2017,Loamy,TGM,SS,202.09375,190.8189493,08/05/2017,2,SSHB
1073,24W,8,5,2017,Loamy,TGM,VUOC,22.725,39.14750418,08/05/2017,2,VUOC
1080,24W,8,5,2017,Loamy,TGM,WSPG,61.1125,35.60199257,08/05/2017,2,WSPG
1029,24W,8,5,2018,Loamy,TGM,BOBU,287.56875,34.55145544,08/05/2018,2,BOBU
1030,24W,8,5,2018,Loamy,TGM,C3PG,124.85625,72.60848026,08/05/2018,2,CSPG
1059,24W,8,5,2018,Loamy,TGM,FORB,61.1125,42.5638956,08/05/2018,2,FRB3
1060,24W,8,5,2018,Loamy,TGM,SD,223.025,59.60672851,08/05/2018,2,SD
1074,24W,8,5,2018,Loamy,TGM,SS,194.925,96.06816373,08/05/2018,2,SSHB
1075,24W,8,5,2018,Loamy,TGM,VUOC,124.13125,60.9710429,08/05/2018,2,VUOC
1072,24W,8,5,2018,Loamy,TGM,WSPG,25.56875,15.99534275,08/05/2018,2,WSPG
1018,24W,8,5,2019,Loamy,TGM,BOBU,559.30625,204.7466324,08/05/2019,2,BOBU
1019,24W,8,5,2019,Loamy,TGM,C3PG,252.49375,224.1563604,08/05/2019,2,CSPG
1061,24W,8,5,2019,Loamy,TGM,FORB,147.6125,69.55910407,08/05/2019,2,FRB3
1062,24W,8,5,2019,Loamy,TGM,SD,144.275,127.6214569,08/05/2019,2,SD
1063,24W,8,5,2019,Loamy,TGM,SS,71.775,80.46998664,08/05/2019,2,SSHB
1064,24W,8,5,2019,Loamy,TGM,VUOC,65.1625,74.87356704,08/05/2019,2,VUOC
1065,24W,8,5,2019,Loamy,TGM,WSPG,23.68125,47.3625,08/05/2019,2,WSPG
1047,24W,8,5,2020,Loamy,TGM,BOBU,267.80625,125.3189703,08/05/2020,2,BOBU
1048,24W,8,5,2020,Loamy,TGM,C3PG,86.99375,81.3664406,08/05/2020,2,CSPG
1050,24W,8,5,2020,Loamy,TGM,FORB,6.0375,11.37990737,08/05/2020,2,FRB3
1051,24W,8,5,2020,Loamy,TGM,SD,140.70625,46.57473106,08/05/2020,2,SD
1052,24W,8,5,2020,Loamy,TGM,SS,10.48125,12.85653814,08/05/2020,2,SSHB
1053,24W,8,5,2020,Loamy,TGM,VUOC,0.1375,0.275,08/05/2020,2,VUOC
1054,24W,8,5,2020,Loamy,TGM,WSPG,44.89375,46.01332857,08/05/2020,2,WSPG
1076,24W,8,5,2021,Loamy,TGM,BOBU,551.85625,145.5918229,08/05/2021,2,BOBU
1077,24W,8,5,2021,Loamy,TGM,C3PG,240.9125,201.9599027,08/05/2021,2,CSPG
1040,24W,8,5,2021,Loamy,TGM,FORB,245.66875,252.8791299,08/05/2021,2,FRB3
1041,24W,8,5,2021,Loamy,TGM,SD,5.975,3.182176928,08/05/2021,2,SD
1069,24W,8,5,2021,Loamy,TGM,SS,0.41875,0.8375,08/05/2021,2,SSHB
1070,24W,8,5,2021,Loamy,TGM,VUOC,153.36875,181.8648255,08/05/2021,2,VUOC
1071,24W,8,5,2021,Loamy,TGM,WSPG,13.675,24.13438936,08/05/2021,2,WSPG
1091,25NW,8,5,2013,Loamy,AGM,BOBU,280.09375,52.44777313,08/05/2013,14,BOBU
1092,25NW,8,5,2013,Loamy,AGM,C3PG,114.56875,30.76050888,08/05/2013,14,CSPG
1094,25NW,8,5,2013,Loamy,AGM,FORB,142.625,232.4491002,08/05/2013,14,FRB3
1095,25NW,8,5,2013,Loamy,AGM,SD,36.675,19.84610583,08/05/2013,14,SD
1096,25NW,8,5,2013,Loamy,AGM,SS,0,0,08/05/2013,14,SSHB
1097,25NW,8,5,2013,Loamy,AGM,VUOC,47.1625,37.16643031,08/05/2013,14,VUOC
1098,25NW,8,5,2013,Loamy,AGM,WSPG,41.71875,54.89578147,08/05/2013,14,WSPG
1082,25NW,8,5,2014,Loamy,AGM,BOBU,296.19375,108.6064654,08/05/2014,14,BOBU
1083,25NW,8,5,2014,Loamy,AGM,C3PG,86.2125,86.472957,08/05/2014,14,CSPG
1124,25NW,8,5,2014,Loamy,AGM,FORB,91.96875,55.97988245,08/05/2014,14,FRB3
1125,25NW,8,5,2014,Loamy,AGM,SD,7.03125,7.294386398,08/05/2014,14,SD
1126,25NW,8,5,2014,Loamy,AGM,SS,18.3,36.6,08/05/2014,14,SSHB
1127,25NW,8,5,2014,Loamy,AGM,VUOC,202.9125,78.00788021,08/05/2014,14,VUOC
1128,25NW,8,5,2014,Loamy,AGM,WSPG,89.70625,87.99489184,08/05/2014,14,WSPG
1086,25NW,8,5,2015,Loamy,AGM,BOBU,689.7875,186.2261198,08/05/2015,14,BOBU
1087,25NW,8,5,2015,Loamy,AGM,C3PG,474.3625,464.2435179,08/05/2015,14,CSPG
1113,25NW,8,5,2015,Loamy,AGM,FORB,164.28125,105.6834924,08/05/2015,14,FRB3
1114,25NW,8,5,2015,Loamy,AGM,SD,86.81875,34.89173956,08/05/2015,14,SD
1115,25NW,8,5,2015,Loamy,AGM,SS,72.4875,102.3657037,08/05/2015,14,SSHB
1116,25NW,8,5,2015,Loamy,AGM,VUOC,99.98125,91.55742364,08/05/2015,14,VUOC
1117,25NW,8,5,2015,Loamy,AGM,WSPG,177.575,146.8126385,08/05/2015,14,WSPG
1084,25NW,8,5,2016,Loamy,AGM,BOBU,298.6375,107.1835682,08/05/2016,14,BOBU
1085,25NW,8,5,2016,Loamy,AGM,C3PG,187.8875,109.216571,08/05/2016,14,CSPG
1102,25NW,8,5,2016,Loamy,AGM,FORB,27.03125,13.94289507,08/05/2016,14,FRB3
1103,25NW,8,5,2016,Loamy,AGM,SD,339.70625,92.43865843,08/05/2016,14,SD
1104,25NW,8,5,2016,Loamy,AGM,SS,24.625,36.96337715,08/05/2016,14,SSHB
1105,25NW,8,5,2016,Loamy,AGM,VUOC,325.04375,164.5369948,08/05/2016,14,VUOC
1106,25NW,8,5,2016,Loamy,AGM,WSPG,22.76875,18.19087884,08/05/2016,14,WSPG
1088,25NW,8,5,2017,Loamy,AGM,BOBU,539.20625,264.2424426,08/05/2017,14,BOBU
1089,25NW,8,5,2017,Loamy,AGM,C3PG,246.8125,236.7136108,08/05/2017,14,CSPG
1132,25NW,8,5,2017,Loamy,AGM,FORB,102.93125,16.51039288,08/05/2017,14,FRB3
1133,25NW,8,5,2017,Loamy,AGM,SD,66,38.52641951,08/05/2017,14,SD
1134,25NW,8,5,2017,Loamy,AGM,SS,93.9875,111.2843889,08/05/2017,14,SSHB
1135,25NW,8,5,2017,Loamy,AGM,VUOC,3.46875,2.104298676,08/05/2017,14,VUOC
1136,25NW,8,5,2017,Loamy,AGM,WSPG,1.6125,1.811594601,08/05/2017,14,WSPG
1118,25NW,8,5,2018,Loamy,AGM,BOBU,207.9,18.43042096,08/05/2018,14,BOBU
1119,25NW,8,5,2018,Loamy,AGM,C3PG,179.08125,79.5447473,08/05/2018,14,CSPG
1121,25NW,8,5,2018,Loamy,AGM,FORB,19.375,12.47873191,08/05/2018,14,FRB3
1122,25NW,8,5,2018,Loamy,AGM,SD,228.54375,39.01128242,08/05/2018,14,SD
1150,25NW,8,5,2018,Loamy,AGM,SS,29.2,58.4,08/05/2018,14,SSHB
1139,25NW,8,5,2018,Loamy,AGM,VUOC,161.9875,19.21368328,08/05/2018,14,VUOC
1152,25NW,8,5,2018,Loamy,AGM,WSPG,12.375,21.88410763,08/05/2018,14,WSPG
1107,25NW,8,5,2019,Loamy,AGM,BOBU,349.34375,131.5700643,08/05/2019,14,BOBU
1108,25NW,8,5,2019,Loamy,AGM,C3PG,413.70625,223.3103216,08/05/2019,14,CSPG
1110,25NW,8,5,2019,Loamy,AGM,FORB,277.8125,73.54400752,08/05/2019,14,FRB3
1111,25NW,8,5,2019,Loamy,AGM,SD,62.70625,11.20960107,08/05/2019,14,SD
1140,25NW,8,5,2019,Loamy,AGM,SS,32.875,38.82038768,08/05/2019,14,SSHB
1141,25NW,8,5,2019,Loamy,AGM,VUOC,90.15625,47.99382502,08/05/2019,14,VUOC
1142,25NW,8,5,2019,Loamy,AGM,WSPG,43.53125,31.71839224,08/05/2019,14,WSPG
1081,25NW,8,5,2020,Loamy,AGM,BOBU,91.30625,38.4451361,08/05/2020,14,BOBU
1137,25NW,8,5,2020,Loamy,AGM,C3PG,115.14375,47.02920358,08/05/2020,14,CSPG
1099,25NW,8,5,2020,Loamy,AGM,FORB,8.99375,16.30369814,08/05/2020,14,FRB3
1100,25NW,8,5,2020,Loamy,AGM,SD,23.325,18.87993865,08/05/2020,14,SD
1101,25NW,8,5,2020,Loamy,AGM,SS,6.8,13.6,08/05/2020,14,SSHB
1143,25NW,8,5,2020,Loamy,AGM,VUOC,2.33125,4.240252302,08/05/2020,14,VUOC
1144,25NW,8,5,2020,Loamy,AGM,WSPG,0,0,08/05/2020,14,WSPG
1145,25NW,8,5,2021,Loamy,AGM,BOBU,559.5375,177.9646811,08/05/2021,14,BOBU
1149,25NW,8,5,2021,Loamy,AGM,C3PG,389.5125,297.1597988,08/05/2021,14,CSPG
1129,25NW,8,5,2021,Loamy,AGM,FORB,166.21875,190.2164013,08/05/2021,14,FRB3
1130,25NW,8,5,2021,Loamy,AGM,SD,2.04375,1.064067471,08/05/2021,14,SD
1146,25NW,8,5,2021,Loamy,AGM,SS,0,0,08/05/2021,14,SSHB
1147,25NW,8,5,2021,Loamy,AGM,VUOC,283.64375,110.2118762,08/05/2021,14,VUOC
1148,25NW,8,5,2021,Loamy,AGM,WSPG,25.6625,23.3618323,08/05/2021,14,WSPG
1154,25SE,8,5,2013,Loamy,TGM,BOBU,327.4166667,51.47309572,08/05/2013,4,BOBU
1166,25SE,8,5,2013,Loamy,TGM,C3PG,47.47916667,45.49444945,08/05/2013,4,CSPG
1168,25SE,8,5,2013,Loamy,TGM,FORB,98.05625,95.29703645,08/05/2013,4,FRB3
1183,25SE,8,5,2013,Loamy,TGM,SD,100.6541667,91.02081531,08/05/2013,4,SD
1184,25SE,8,5,2013,Loamy,TGM,SS,0,0,08/05/2013,4,SSHB
1153,25SE,8,5,2013,Loamy,TGM,VUOC,25.09375,32.8035337,08/05/2013,4,VUOC
1163,25SE,8,5,2013,Loamy,TGM,WSPG,10.06666667,15.72280721,08/05/2013,4,WSPG
1169,25SE,8,5,2014,Loamy,TGM,BOBU,635.9875,210.0575799,08/05/2014,4,BOBU
1170,25SE,8,5,2014,Loamy,TGM,C3PG,58.025,50.7883804,08/05/2014,4,CSPG
1212,25SE,8,5,2014,Loamy,TGM,FORB,214,60.82093595,08/05/2014,4,FRB3
1213,25SE,8,5,2014,Loamy,TGM,SD,5.6875,0.867347489,08/05/2014,4,SD
1214,25SE,8,5,2014,Loamy,TGM,SS,0,0,08/05/2014,4,SSHB
1175,25SE,8,5,2014,Loamy,TGM,VUOC,276.05,98.89753747,08/05/2014,4,VUOC
1176,25SE,8,5,2014,Loamy,TGM,WSPG,39.425,47.55166927,08/05/2014,4,WSPG
1159,25SE,8,5,2015,Loamy,TGM,BOBU,607.225,215.1190494,08/05/2015,4,BOBU
1172,25SE,8,5,2015,Loamy,TGM,C3PG,107.2625,68.02259888,08/05/2015,4,CSPG
1174,25SE,8,5,2015,Loamy,TGM,FORB,220.14375,175.4446617,08/05/2015,4,FRB3
1162,25SE,8,5,2015,Loamy,TGM,SD,58.09375,30.8854225,08/05/2015,4,SD
1167,25SE,8,5,2015,Loamy,TGM,SS,0,0,08/05/2015,4,SSHB
1204,25SE,8,5,2015,Loamy,TGM,VUOC,62.46875,68.79888376,08/05/2015,4,VUOC
1205,25SE,8,5,2015,Loamy,TGM,WSPG,76.79375,60.15526568,08/05/2015,4,WSPG
1160,25SE,8,5,2016,Loamy,TGM,BOBU,385.5520833,107.5017223,08/05/2016,4,BOBU
1161,25SE,8,5,2016,Loamy,TGM,C3PG,243.8916667,163.2029203,08/05/2016,4,CSPG
1156,25SE,8,5,2016,Loamy,TGM,FORB,76.60625,118.9526418,08/05/2016,4,FRB3
1164,25SE,8,5,2016,Loamy,TGM,SD,343.2291667,165.5514159,08/05/2016,4,SD
1165,25SE,8,5,2016,Loamy,TGM,SS,241.0125,482.025,08/05/2016,4,SSHB
1206,25SE,8,5,2016,Loamy,TGM,VUOC,242.6770833,139.472109,08/05/2016,4,VUOC
1194,25SE,8,5,2016,Loamy,TGM,WSPG,30.7125,57.54282644,08/05/2016,4,WSPG
1177,25SE,8,5,2017,Loamy,TGM,BOBU,498.80625,96.82311487,08/05/2017,4,BOBU
1178,25SE,8,5,2017,Loamy,TGM,C3PG,104.84375,113.5739157,08/05/2017,4,CSPG
1193,25SE,8,5,2017,Loamy,TGM,FORB,47.89375,25.07605411,08/05/2017,4,FRB3
1181,25SE,8,5,2017,Loamy,TGM,SD,85.28125,23.98180191,08/05/2017,4,SD
1182,25SE,8,5,2017,Loamy,TGM,SS,202.6625,405.325,08/05/2017,4,SSHB
1210,25SE,8,5,2017,Loamy,TGM,VUOC,2.16875,2.466642033,08/05/2017,4,VUOC
1223,25SE,8,5,2017,Loamy,TGM,WSPG,40.475,60.53138993,08/05/2017,4,WSPG
1207,25SE,8,5,2018,Loamy,TGM,BOBU,228.5875,34.17244565,08/05/2018,4,BOBU
1195,25SE,8,5,2018,Loamy,TGM,C3PG,103.0375,56.0805689,08/05/2018,4,CSPG
1197,25SE,8,5,2018,Loamy,TGM,FORB,11.34375,11.05829958,08/05/2018,4,FRB3
1211,25SE,8,5,2018,Loamy,TGM,SD,355.34375,90.94164882,08/05/2018,4,SD
1221,25SE,8,5,2018,Loamy,TGM,SS,71.68125,143.3625,08/05/2018,4,SSHB
1222,25SE,8,5,2018,Loamy,TGM,VUOC,119.95,58.74406353,08/05/2018,4,VUOC
1224,25SE,8,5,2018,Loamy,TGM,WSPG,45.075,43.71547686,08/05/2018,4,WSPG
1157,25SE,8,5,2019,Loamy,TGM,BOBU,488.05625,146.9740048,08/05/2019,4,BOBU
1158,25SE,8,5,2019,Loamy,TGM,C3PG,152.50625,216.3225807,08/05/2019,4,CSPG
1199,25SE,8,5,2019,Loamy,TGM,FORB,246.10625,185.9234558,08/05/2019,4,FRB3
1200,25SE,8,5,2019,Loamy,TGM,SD,67.5125,33.03382421,08/05/2019,4,SD
1201,25SE,8,5,2019,Loamy,TGM,SS,0,0,08/05/2019,4,SSHB
1202,25SE,8,5,2019,Loamy,TGM,VUOC,122.525,87.67998869,08/05/2019,4,VUOC
1203,25SE,8,5,2019,Loamy,TGM,WSPG,45.125,48.84133325,08/05/2019,4,WSPG
1185,25SE,8,5,2020,Loamy,TGM,BOBU,136.0875,38.16851069,08/05/2020,4,BOBU
1186,25SE,8,5,2020,Loamy,TGM,C3PG,30.1375,22.4280377,08/05/2020,4,CSPG
1188,25SE,8,5,2020,Loamy,TGM,FORB,0.99375,1.228545041,08/05/2020,4,FRB3
1189,25SE,8,5,2020,Loamy,TGM,SD,19.0125,14.16506118,08/05/2020,4,SD
1190,25SE,8,5,2020,Loamy,TGM,SS,3.5,7,08/05/2020,4,SSHB
1191,25SE,8,5,2020,Loamy,TGM,VUOC,0,0,08/05/2020,4,VUOC
1192,25SE,8,5,2020,Loamy,TGM,WSPG,0.53125,0.690221885,08/05/2020,4,WSPG
1215,25SE,8,5,2021,Loamy,TGM,BOBU,972.0375,529.8183142,08/05/2021,4,BOBU
1216,25SE,8,5,2021,Loamy,TGM,C3PG,235.5125,280.6606325,08/05/2021,4,CSPG
1218,25SE,8,5,2021,Loamy,TGM,FORB,192.29375,177.8200839,08/05/2021,4,FRB3
1219,25SE,8,5,2021,Loamy,TGM,SD,80.4875,160.7917189,08/05/2021,4,SD
1220,25SE,8,5,2021,Loamy,TGM,SS,89.18125,178.3625,08/05/2021,4,SSHB
1208,25SE,8,5,2021,Loamy,TGM,VUOC,415.8375,294.1815628,08/05/2021,4,VUOC
1209,25SE,8,5,2021,Loamy,TGM,WSPG,38.76875,73.91631917,08/05/2021,4,WSPG
1240,26E,8,5,2013,Loamy,TGM,BOBU,311.4020833,84.92938744,08/05/2013,3,BOBU
1241,26E,8,5,2013,Loamy,TGM,C3PG,46.59375,12.26134466,08/05/2013,3,CSPG
1230,26E,8,5,2013,Loamy,TGM,FORB,26.76875,32.15009963,08/05/2013,3,FRB3
1231,26E,8,5,2013,Loamy,TGM,SD,53.50625,40.69309101,08/05/2013,3,SD
1232,26E,8,5,2013,Loamy,TGM,SS,37.94166667,75.88333333,08/05/2013,3,SSHB
1233,26E,8,5,2013,Loamy,TGM,VUOC,51.83333333,31.65536421,08/05/2013,3,VUOC
1234,26E,8,5,2013,Loamy,TGM,WSPG,16.98125,23.53337501,08/05/2013,3,WSPG
1257,26E,8,5,2014,Loamy,TGM,BOBU,251.70625,82.81833124,08/05/2014,3,BOBU
1258,26E,8,5,2014,Loamy,TGM,C3PG,96.4125,79.24005327,08/05/2014,3,CSPG
1260,26E,8,5,2014,Loamy,TGM,FORB,192.3,142.1022343,08/05/2014,3,FRB3
1261,26E,8,5,2014,Loamy,TGM,SD,20.51875,10.28253728,08/05/2014,3,SD
1262,26E,8,5,2014,Loamy,TGM,SS,0,0,08/05/2014,3,SSHB
1263,26E,8,5,2014,Loamy,TGM,VUOC,402.94375,102.399191,08/05/2014,3,VUOC
1264,26E,8,5,2014,Loamy,TGM,WSPG,6.83125,13.6625,08/05/2014,3,WSPG
1246,26E,8,5,2015,Loamy,TGM,BOBU,395.98125,95.90174307,08/05/2015,3,BOBU
1247,26E,8,5,2015,Loamy,TGM,C3PG,136.09375,54.91611169,08/05/2015,3,CSPG
1249,26E,8,5,2015,Loamy,TGM,FORB,539.9875,418.7654378,08/05/2015,3,FRB3
1250,26E,8,5,2015,Loamy,TGM,SD,16.31875,2.844612964,08/05/2015,3,SD
1251,26E,8,5,2015,Loamy,TGM,SS,29.3,58.6,08/05/2015,3,SSHB
1291,26E,8,5,2015,Loamy,TGM,VUOC,54.69375,46.7078124,08/05/2015,3,VUOC
1292,26E,8,5,2015,Loamy,TGM,WSPG,3.76875,4.486710701,08/05/2015,3,WSPG
1225,26E,8,5,2016,Loamy,TGM,BOBU,184.00625,2.825580693,08/05/2016,3,BOBU
1227,26E,8,5,2016,Loamy,TGM,C3PG,104.0375,63.41454388,08/05/2016,3,CSPG
1238,26E,8,5,2016,Loamy,TGM,FORB,59.70625,23.16322854,08/05/2016,3,FRB3
1252,26E,8,5,2016,Loamy,TGM,SD,94.75,29.9744127,08/05/2016,3,SD
1253,26E,8,5,2016,Loamy,TGM,SS,21.325,42.65,08/05/2016,3,SSHB
1254,26E,8,5,2016,Loamy,TGM,VUOC,267.89375,74.6686329,08/05/2016,3,VUOC
1242,26E,8,5,2016,Loamy,TGM,WSPG,6.725,10.93257746,08/05/2016,3,WSPG
1226,26E,8,5,2017,Loamy,TGM,BOBU,725.36875,152.9894201,08/05/2017,3,BOBU
1239,26E,8,5,2017,Loamy,TGM,C3PG,122.8,23.45389982,08/05/2017,3,CSPG
1268,26E,8,5,2017,Loamy,TGM,FORB,160.1125,121.1229343,08/05/2017,3,FRB3
1256,26E,8,5,2017,Loamy,TGM,SD,198.85625,86.11047743,08/05/2017,3,SD
1270,26E,8,5,2017,Loamy,TGM,SS,71.14375,142.2875,08/05/2017,3,SSHB
1271,26E,8,5,2017,Loamy,TGM,VUOC,5.94375,4.633365183,08/05/2017,3,VUOC
1272,26E,8,5,2017,Loamy,TGM,WSPG,75.28125,42.21541175,08/05/2017,3,WSPG
1255,26E,8,5,2018,Loamy,TGM,BOBU,226.5958333,87.5872265,08/05/2018,3,BOBU
1243,26E,8,5,2018,Loamy,TGM,C3PG,90.80208333,47.95846311,08/05/2018,3,CSPG
1285,26E,8,5,2018,Loamy,TGM,FORB,114.625,84.03368565,08/05/2018,3,FRB3
1293,26E,8,5,2018,Loamy,TGM,SD,298.4375,101.2264901,08/05/2018,3,SD
