site,depth.cm,date,vwc.daily
19N,50,8/20/2021,6.273144877
19N,50,8/21/2021,6.144963586
19N,50,8/22/2021,6.097583869
19N,50,8/23/2021,6.111021026
19N,50,8/24/2021,6.134655537
19N,50,8/25/2021,6.173132792
19N,50,8/26/2021,6.194773014
19N,50,8/27/2021,6.147126569
19N,50,8/28/2021,6.097601085
19N,50,8/29/2021,6.078558895
19N,50,8/30/2021,6.058509062
19N,50,8/31/2021,6.054066222
19N,50,9/1/2021,6.056287642
19N,50,9/2/2021,6.055176932
19N,50,9/3/2021,6.052955512
19N,50,9/4/2021,6.016477625
19N,50,9/5/2021,5.946422941
19N,50,9/6/2021,5.899789743
19N,50,9/7/2021,5.897629899
19N,50,9/8/2021,5.896552731
19N,50,9/9/2021,5.893321229
19N,50,9/10/2021,5.892244061
19N,50,9/11/2021,5.914897634
19N,50,9/12/2021,5.938744262
19N,50,9/13/2021,5.885824876
19N,50,9/14/2021,5.834492096
19N,50,9/15/2021,5.779468247
19N,50,9/16/2021,5.746920348
19N,50,9/17/2021,5.745875573
19N,50,9/18/2021,5.691874333
19N,50,9/19/2021,5.69182192
19N,50,9/20/2021,5.711524802
19N,50,9/21/2021,5.624177159
19N,50,9/22/2021,5.547261911
19N,50,9/23/2021,5.525179064
19N,50,9/24/2021,5.52318257
19N,50,9/25/2021,5.514223456
19N,50,9/26/2021,5.514198344
19N,50,9/27/2021,5.53416329
19N,50,9/28/2021,5.54720112
19N,50,9/29/2021,5.54720112
19N,50,9/30/2021,5.484501323
19N,50,10/1/2021,5.421496341
19N,50,10/2/2021,5.391305289
19N,50,10/3/2021,5.360326322
19N,50,10/4/2021,5.353580497
19N,50,10/5/2021,5.34012262
19N,50,10/6/2021,5.34012262
19N,50,10/7/2021,5.346834673
19N,50,10/8/2021,5.341081485
19N,50,10/9/2021,5.32194257
19N,50,10/10/2021,5.290482027
19N,50,10/11/2021,5.245190022
19N,50,10/12/2021,5.205828941
19N,50,10/13/2021,5.137503192
19N,50,10/14/2021,5.039498188
19N,50,10/15/2021,4.943652557
19N,50,10/16/2021,4.871397223
19N,50,10/17/2021,4.860152759
19N,50,10/18/2021,4.879123101
19N,50,10/19/2021,4.90599024
19N,50,10/20/2021,4.874834764
19N,50,10/21/2021,4.849857074
19N,50,10/22/2021,4.836136551
19N,50,10/23/2021,4.838702004
19N,50,10/24/2021,4.825019587
19N,50,10/25/2021,4.819913942
19N,50,10/26/2021,4.816510178
19N,50,10/27/2021,4.790223001
19N,50,10/28/2021,4.758183563
19N,50,10/29/2021,4.753152856
19N,50,10/30/2021,4.7489606
19N,50,10/31/2021,4.758183563
19N,50,11/1/2021,4.712327385
19N,50,11/2/2021,4.646458989
19N,50,11/3/2021,4.61633725
19N,50,11/4/2021,4.61633725
19N,50,11/5/2021,4.619577703
19N,50,11/6/2021,4.631761246
19N,50,11/7/2021,4.632575339
19N,50,11/8/2021,4.641530371
19N,50,11/9/2021,4.62284602
19N,50,11/10/2021,4.605805778
19N,50,11/11/2021,4.58729571
19N,50,11/12/2021,4.552060407
19N,50,11/13/2021,4.534540542
19N,50,11/14/2021,4.548045531
19N,50,11/15/2021,4.564817741
19N,50,11/16/2021,4.603387314
19N,50,11/17/2021,4.600972808
19N,50,11/18/2021,4.533862438
19N,50,11/19/2021,4.469240256
19N,50,11/20/2021,4.474686028
19N,50,11/21/2021,4.475491732
19N,50,11/22/2021,4.435839044
19N,50,11/23/2021,4.425004099
19N,50,11/24/2021,4.428861621
19N,50,11/25/2021,4.400435587
19N,50,11/26/2021,4.366068415
19N,50,11/27/2021,4.390454643
19N,50,11/28/2021,4.400405759
19N,50,11/29/2021,4.407311918
19N,50,11/30/2021,4.462217296
19N,50,12/1/2021,4.46766311
19N,50,12/2/2021,4.472337441
19N,50,12/3/2021,4.488777547
19N,50,12/4/2021,4.463805799
19N,50,12/5/2021,4.452089579
19N,50,12/6/2021,4.429681965
19N,50,12/7/2021,4.360786604
19N,50,12/8/2021,4.321546498
19N,50,12/9/2021,4.308789379
19N,50,12/10/2021,4.325275027
19N,50,12/11/2021,4.291662879
19N,50,12/12/2021,4.254595824
19N,50,12/13/2021,4.244302547
19N,50,12/14/2021,4.236217772
19N,50,12/15/2021,4.23182915
19N,50,12/16/2021,4.212839977
19N,50,12/17/2021,4.192500444
19N,50,12/18/2021,4.167253979
19N,50,12/19/2021,4.126475605
19N,50,12/20/2021,4.13358831
19N,50,12/21/2021,4.152156143
19N,50,12/22/2021,4.191783004
19N,50,12/23/2021,4.219394723
19N,50,12/24/2021,4.248712425
19N,50,12/25/2021,4.247242466
19N,50,12/26/2021,4.22963484
19N,50,12/27/2021,4.204850448
19N,50,12/28/2021,4.179481978
19N,50,12/29/2021,4.152894282
19N,50,12/30/2021,4.112998299
19N,50,12/31/2021,4.094604814
19N,50,1/1/2022,4.098123742
19N,50,1/2/2022,4.084048032
19N,50,1/3/2022,4.065123375
19N,50,1/4/2022,4.064422962
19N,50,1/5/2022,4.068625444
19N,50,1/6/2022,4.0602406
19N,50,1/7/2022,4.052572938
19N,50,1/8/2022,4.064422962
19N,50,1/9/2022,4.072127512
19N,50,1/10/2022,4.064422962
19N,50,1/11/2022,4.064422962
19N,50,1/12/2022,4.065123375
19N,50,1/13/2022,4.08897453
19N,50,1/14/2022,4.115813366
19N,50,1/15/2022,4.129307662
19N,50,1/16/2022,4.115095964
19N,50,1/17/2022,4.115095964
19N,50,1/18/2022,4.121491228
19N,50,1/19/2022,4.132150002
19N,50,1/20/2022,4.120780643
19N,50,1/21/2022,4.106609853
19N,50,1/22/2022,4.101659621
19N,50,1/23/2022,4.103073973
19N,50,1/24/2022,4.114388788
19N,50,1/25/2022,4.125044152
19N,50,1/26/2022,4.132150002
19N,50,1/27/2022,4.132150002
19N,50,1/28/2022,4.110145732
19N,50,1/29/2022,4.098123742
19N,50,1/30/2022,4.098123742
19N,50,1/31/2022,4.098123742
19N,50,2/1/2022,4.103781149
19N,50,2/2/2022,4.112974436
19N,50,2/3/2022,4.093197243
19N,50,2/4/2022,4.070026271
19N,50,2/5/2022,4.051875878
19N,50,2/6/2022,4.062331781
19N,50,2/7/2022,4.064422962
19N,50,2/8/2022,4.082650576
19N,50,2/9/2022,4.103781149
19N,50,2/10/2022,4.125754737
19N,50,2/11/2022,4.157899264
19N,50,2/12/2022,4.15502598
19N,50,2/13/2022,4.141432166
19N,50,2/14/2022,4.132864014
19N,50,2/15/2022,4.150003765
19N,50,2/16/2022,4.179481978
19N,50,2/17/2022,4.170830879
19N,50,2/18/2022,4.16650533
19N,50,2/19/2022,4.16650533
19N,50,2/20/2022,4.183090088
19N,50,2/21/2022,4.21138415
19N,50,2/22/2022,4.180237693
19N,50,2/23/2022,4.113756592
19N,50,2/24/2022,4.056762006
19N,50,2/25/2022,4.028982842
19N,50,2/26/2022,4.019997585
19N,50,2/27/2022,4.027592074
19N,50,2/28/2022,4.05468752
19N,50,3/1/2022,4.1243883
19N,50,3/2/2022,4.221666566
19N,50,3/3/2022,4.305824545
19N,50,3/4/2022,4.358479805
19N,50,3/5/2022,4.375192422
19N,50,3/6/2022,4.324602159
19N,50,3/7/2022,4.256850695
19N,50,3/8/2022,4.215758678
19N,50,3/9/2022,4.20119336
19N,50,3/10/2022,4.185980757
19N,50,3/11/2022,4.16148658
19N,50,3/12/2022,4.146430255
19N,50,3/13/2022,4.160058593
19N,50,3/14/2022,4.219419386
19N,50,3/15/2022,4.271593035
19N,50,3/16/2022,4.337352074
19N,50,3/17/2022,4.369109751
19N,50,3/18/2022,4.366839796
19N,50,3/19/2022,4.370630419
19N,50,3/20/2022,4.398866515
19N,50,3/21/2022,4.45053904
19N,50,3/22/2022,4.431224995
19N,50,3/23/2022,4.389686904
19N,50,3/24/2022,4.400394589
19N,50,3/25/2022,4.454445674
19N,50,3/26/2022,4.510804943
19N,50,3/27/2022,4.536923776
19N,50,3/28/2022,4.575234836
19N,50,3/29/2022,4.63014898
19N,50,3/30/2022,4.594582749
19N,50,3/31/2022,4.533777143
19N,50,4/1/2022,4.566429985
19N,50,4/2/2022,4.601775005
19N,50,4/3/2022,4.635835695
19N,50,4/4/2022,4.638273996
19N,50,4/5/2022,4.663611023
19N,50,4/6/2022,4.662817078
19N,50,4/7/2022,4.626900566
19N,50,4/8/2022,4.617147363
19N,50,4/9/2022,4.661164761
19N,50,4/10/2022,4.725586815
19N,50,4/11/2022,4.687513444
19N,50,4/12/2022,4.683329878
19N,50,4/13/2022,4.652221805
19N,50,4/14/2022,4.577692555
19N,50,4/15/2022,4.563213305
19N,50,4/16/2022,4.585655846
19N,50,4/17/2022,4.601775005
19N,50,4/18/2022,4.625252476
19N,50,4/19/2022,4.667721656
19N,50,4/20/2022,4.744817745
19N,50,4/21/2022,4.805456321
19N,50,4/22/2022,4.869648623
19N,50,4/23/2022,4.940059279
19N,50,4/24/2022,4.907764847
19N,50,4/25/2022,4.858480731
19N,50,4/26/2022,4.838702004
19N,50,4/27/2022,4.882590495
19N,50,4/28/2022,4.929544866
19N,50,4/29/2022,4.987664163
19N,50,4/30/2022,4.975291905
19N,50,5/1/2022,4.960268135
19N,50,5/2/2022,4.93482156
19N,50,5/3/2022,4.859361382
19N,50,5/4/2022,4.802932805
19N,50,5/5/2022,4.77921936
19N,50,5/6/2022,4.816526996
19N,50,5/7/2022,4.898213316
19N,50,5/8/2022,4.969966983
19N,50,5/9/2022,4.999203882
19N,50,5/10/2022,5.025956948
19N,50,5/11/2022,5.060993157
19N,50,5/12/2022,5.141994988
19N,50,5/13/2022,5.148439138
19N,50,5/14/2022,5.163160733
19N,50,5/15/2022,5.194653752
19N,50,5/16/2022,5.247017991
19N,50,5/17/2022,5.299025707
19N,50,5/18/2022,5.281022247
19N,50,5/19/2022,5.306653477
19N,50,5/20/2022,5.293453364
19N,50,5/21/2022,5.122088606
19N,50,5/22/2022,5.068204197
19N,50,5/23/2022,5.048377057
19N,50,5/24/2022,5.025983627
19N,50,5/25/2022,4.992121506
19N,50,5/26/2022,5.039417999
19N,50,5/27/2022,5.145702906
19N,50,5/28/2022,5.209541572
19N,50,5/29/2022,5.221693871
19N,50,5/30/2022,5.20864838
19N,50,5/31/2022,5.166882583
19N,50,6/1/2022,5.124592028
19N,50,6/2/2022,5.115429979
19N,50,6/3/2022,5.18353419
19N,50,6/4/2022,5.23386021
19N,50,6/5/2022,5.279099939
19N,50,6/6/2022,5.324785584
19N,50,6/7/2022,5.348762051
19N,50,6/8/2022,5.393217971
19N,50,6/9/2022,5.458742218
19N,50,6/10/2022,5.499284903
19N,50,6/11/2022,5.555247802
19N,50,6/12/2022,5.63530988
19N,50,6/13/2022,5.704237887
19N,50,6/14/2022,5.754233774
19N,50,6/15/2022,5.741707053
19N,50,6/16/2022,5.734404207
19N,50,6/17/2022,5.77522505
19N,50,6/18/2022,5.757421307
19N,50,6/19/2022,5.756323325
19N,50,6/20/2022,5.78047553
19N,50,6/21/2022,5.796301891
19N,50,6/22/2022,5.777357352
19N,50,6/23/2022,5.757405345
19N,50,6/24/2022,5.779425434
19N,50,6/25/2022,5.760560953
19N,50,6/26/2022,5.735464852
19N,50,6/27/2022,5.666096829
19N,50,6/28/2022,5.665015721
19N,50,6/29/2022,5.667367713
19N,50,6/30/2022,5.649648303
19N,50,7/1/2022,5.596617156
19N,50,7/2/2022,5.618970445
19N,50,7/3/2022,5.635284005
19N,50,7/4/2022,5.641426789
19N,50,7/5/2022,5.623044958
19N,50,7/6/2022,5.621007702
19N,50,7/7/2022,5.607806649
19N,50,7/8/2022,5.571341252
19N,50,7/9/2022,5.5844604
19N,50,7/10/2022,5.669152533
19N,50,7/11/2022,5.710459019
19N,50,7/12/2022,5.730209236
19N,50,7/13/2022,5.728172586
19N,50,7/14/2022,5.695958823
19N,50,7/15/2022,5.711498504
19N,50,7/16/2022,5.743786023
19N,50,7/17/2022,5.736504337
19N,50,7/18/2022,5.745875573
19N,50,7/19/2022,5.768924475
19N,50,7/20/2022,5.774174954
19N,50,7/21/2022,5.771024667
19N,50,7/22/2022,5.773124859
19N,50,7/23/2022,5.804745471
19N,50,7/24/2022,5.750224662
19N,50,7/25/2022,5.634337864
19N,50,7/26/2022,5.631193984
19N,50,7/27/2022,5.649617168
19N,50,7/28/2022,5.636395678
19N,50,7/29/2022,5.556266371
19N,50,7/30/2022,5.572349631
19N,50,7/31/2022,5.6159197
19N,50,8/1/2022,5.635284005
19N,50,8/2/2022,5.654736155
19N,50,8/3/2022,5.648593371
19N,50,8/4/2022,5.663986725
19N,50,8/5/2022,5.726061846
19N,50,8/6/2022,5.758423516
19N,50,8/7/2022,5.804745471
19N,50,8/8/2022,5.757490539
19N,50,8/9/2022,5.731264592
19N,50,8/10/2022,5.749009899
19N,50,8/11/2022,5.781530977
19N,50,8/12/2022,5.823829651
19N,50,8/13/2022,5.856839916
19N,50,8/14/2022,5.876124891
19N,50,8/15/2022,5.822871533
19N,50,8/16/2022,5.719925263
19N,50,8/17/2022,5.664002322
19N,50,8/18/2022,5.670160704
19N,50,8/19/2022,5.670160704
19N,50,8/20/2022,5.6711897
19N,50,8/21/2022,5.648603769
19N,50,8/22/2022,5.624063587
19N,50,8/23/2022,5.643474384
19N,50,8/24/2022,5.662957729
19N,50,8/25/2022,5.681479664
19N,50,8/26/2022,5.669131707
19N,50,8/27/2022,5.644498181
19N,50,8/28/2022,5.621007702
19N,50,8/29/2022,5.627119471
19N,50,8/30/2022,5.647569574
19N,50,8/31/2022,5.674276689
19N,50,9/1/2022,5.654777748
19N,50,9/2/2022,5.655759953
19N,50,9/3/2022,5.672218696
19N,50,9/4/2022,5.677363679
19N,50,9/5/2022,5.689753469
19N,50,9/6/2022,5.69182192
19N,50,9/7/2022,5.705266853
19N,50,9/8/2022,5.702185215
19N,50,9/9/2022,5.6415406
19N,50,9/10/2022,5.502469978
19N,50,9/11/2022,5.347023029
19N,50,9/12/2022,5.296196892
19N,50,9/13/2022,5.302832437
19N,50,9/14/2022,5.321913787
19N,50,9/15/2022,5.318097517
19N,50,9/16/2022,5.307617084
19N,50,9/17/2022,5.290482027
19N,50,9/18/2022,5.30569464
19N,50,9/19/2022,5.331492839
19N,50,9/20/2022,5.352616808
19N,50,9/21/2022,5.366108457
19N,50,9/22/2022,5.286865382
19N,50,9/23/2022,5.161424181
19N,50,9/24/2022,5.120017839
19N,50,9/25/2022,5.117249628
19N,50,9/26/2022,5.1245738
19N,50,9/27/2022,5.133726735
19N,50,9/28/2022,5.137393378
19N,50,9/29/2022,5.151179954
19N,50,9/30/2022,5.154864929
19N,50,10/1/2022,5.122763264
19N,50,10/2/2022,5.070980829
19N,50,10/3/2022,5.015262809
19N,50,10/4/2022,4.990350912
19N,50,10/5/2022,4.974402228
19N,50,10/6/2022,4.961149052
19N,50,10/7/2022,4.960276846
19N,50,10/8/2022,4.896507464
19N,50,10/9/2022,4.873949759
19N,50,10/10/2022,4.878259458
19N,50,10/11/2022,4.879123101
19N,50,10/12/2022,4.846440704
19N,50,10/13/2022,4.804634687
19N,50,10/14/2022,4.781763786
19N,50,10/15/2022,4.784274906
19N,50,10/16/2022,4.793589202
19N,50,10/17/2022,4.785159129
19N,50,10/18/2022,4.759881165
19N,50,10/19/2022,4.752314405
19N,50,10/20/2022,4.75566821
19N,50,10/21/2022,4.768265677
19N,50,10/22/2022,4.784274906
19N,50,10/23/2022,4.795282711
19N,50,10/24/2022,4.75656448
19N,50,10/25/2022,4.685857033
19N,50,10/26/2022,4.639100099
19N,50,10/27/2022,4.632575339
19N,50,10/28/2022,4.598605672
19N,50,10/29/2022,4.564833399
19N,50,10/30/2022,4.556826874
19N,50,10/31/2022,4.556826874
19N,50,11/1/2022,4.553633658
19N,50,11/2/2022,4.56640652
19N,50,11/3/2022,4.580040318
19N,50,11/4/2022,4.543298528
19N,50,11/5/2022,4.490377726
19N,50,11/6/2022,4.466884055
19N,50,11/7/2022,4.444336886
19N,50,11/8/2022,4.435033655
19N,50,11/9/2022,4.442011079
19N,50,11/10/2022,4.425775604
19N,50,11/11/2022,4.373738283
19N,50,11/12/2022,4.3028778
19N,50,11/13/2022,4.262719786
19N,50,11/14/2022,4.250182384
19N,50,11/15/2022,4.246507486
19N,50,11/16/2022,4.217232122
19N,50,11/17/2022,4.20119336
19N,50,11/18/2022,4.171572617
19N,50,11/19/2022,4.128614216
19N,50,11/20/2022,4.098150865
19N,50,11/21/2022,4.07562958
19N,50,11/22/2022,4.08123289
19N,50,11/23/2022,4.097419956
19N,50,11/24/2022,4.102366797
19N,50,11/25/2022,4.120070058
19N,50,11/26/2022,4.132864014
19N,50,11/27/2022,4.162921499
19N,50,11/28/2022,4.174435504
19N,50,11/29/2022,4.164352952
19N,50,11/30/2022,4.140718154
19N,50,12/1/2022,4.108024205
19N,50,12/2/2022,4.098123742
19N,50,12/3/2022,4.08196365
19N,50,12/4/2022,4.0602406
19N,50,12/5/2022,4.07562958
19N,50,12/6/2022,4.093197243
19N,50,12/7/2022,4.093901029
19N,50,12/8/2022,4.08123289
19N,50,12/9/2022,4.073528339
19N,50,12/10/2022,4.063028841
19N,50,12/11/2022,4.056755299
19N,50,12/12/2022,4.063725901
19N,50,12/13/2022,4.064422962
19N,50,12/14/2022,4.042147051
19N,50,12/15/2022,4.026901666
19N,50,12/16/2022,4.000064713
19N,50,12/17/2022,3.974085604
19N,50,12/18/2022,3.95441405
19N,50,12/19/2022,3.926766431
19N,50,12/20/2022,3.926766431
19N,50,12/21/2022,3.932804369
19N,50,12/22/2022,3.910061343
19N,50,12/23/2022,3.839365932
19N,50,12/24/2022,3.797076001
19N,50,12/25/2022,3.82692842
19N,50,12/26/2022,3.880135513
19N,50,12/27/2022,3.927437313
19N,50,12/28/2022,3.967312406
19N,50,12/29/2022,4.009664556
19N,50,12/30/2022,4.002809869
19N,50,12/31/2022,3.981571821
19N,50,1/1/2023,4.00143237
19N,50,1/2/2023,4.037984683
19N,50,1/3/2023,4.042837441
19N,50,1/4/2023,4.026211258
19N,50,1/5/2023,4.000751822
19N,50,1/6/2023,3.974085604
19N,50,1/7/2023,3.986361882
19N,50,1/8/2023,4.009664556
19N,50,1/9/2023,4.012412993
19N,50,1/10/2023,4.028972891
19N,50,1/11/2023,4.047003127
19N,50,1/12/2023,4.064422962
19N,50,1/13/2023,4.063028841
19N,50,1/14/2023,4.064422962
19N,50,1/15/2023,4.067224616
19N,50,1/16/2023,4.08123289
19N,50,1/17/2023,4.08123289
19N,50,1/18/2023,4.08123289
19N,50,1/19/2023,4.08123289
19N,50,1/20/2023,4.08123289
19N,60,9/19/2018,3.916703202
19N,60,9/20/2018,3.916703202
19N,60,9/21/2018,3.907355552
19N,60,9/22/2018,3.887391543
19N,60,9/23/2018,3.867541367
19N,60,9/24/2018,3.85306065
19N,60,9/25/2018,3.847164837
19N,60,9/26/2018,3.830166669
19N,60,9/27/2018,3.812606392
19N,60,9/28/2018,3.793846906
19N,60,9/29/2018,3.775849494
19N,60,9/30/2018,3.75028777
19N,60,10/1/2018,3.749933176
19N,60,10/2/2018,3.739813297
19N,60,10/3/2018,3.733494695
19N,60,10/4/2018,3.600972198
19N,60,10/5/2018,3.686672372
19N,60,10/28/2018,3.453600032
19N,60,10/29/2018,3.453600032
19N,60,10/30/2018,3.453600032
19N,60,10/31/2018,3.451869621
19N,60,11/1/2018,3.439756741
19N,60,11/2/2018,3.424428964
19N,60,11/3/2018,3.425977952
19N,60,11/4/2018,3.424263623
19N,60,11/5/2018,3.412263323
19N,60,11/6/2018,3.400887649
19N,60,11/7/2018,3.389554296
19N,60,11/8/2018,3.371506237
19N,60,11/9/2018,3.353573332
19N,60,11/10/2018,3.334087629
19N,60,11/11/2018,3.315826821
19N,60,11/12/2018,3.303719602
19N,60,11/13/2018,3.288935977
19N,60,11/14/2018,3.276400118
19N,60,11/15/2018,3.265541036
19N,60,11/16/2018,3.265541036
19N,60,11/17/2018,3.265541036
19N,60,11/18/2018,3.265541036
19N,60,11/19/2018,3.259596135
19N,60,11/20/2018,3.250956493
19N,60,11/21/2018,3.239659539
19N,60,11/22/2018,3.232698456
19N,60,11/23/2018,3.226808309
19N,60,11/24/2018,3.226808309
19N,60,11/25/2018,3.226808309
19N,60,11/26/2018,3.22627531
19N,60,11/27/2018,3.214016339
19N,60,11/28/2018,3.214016339
19N,60,11/29/2018,3.214016339
19N,60,11/30/2018,3.214016339
19N,60,12/1/2018,3.223077318
19N,60,12/2/2018,3.218280329
19N,60,12/3/2018,3.212424711
19N,60,12/4/2018,3.201283317
19N,60,12/5/2018,3.190193233
19N,60,12/6/2018,3.179146897
19N,60,12/7/2018,3.167097616
19N,60,12/8/2018,3.158226399
19N,60,12/9/2018,3.150416102
19N,60,12/10/2018,3.138491671
19N,60,12/11/2018,3.127138052
19N,60,12/12/2018,3.126105905
19N,60,12/13/2018,3.126105905
19N,60,12/14/2018,3.120968844
19N,60,12/15/2018,3.113776959
19N,60,12/16/2018,3.113776959
19N,60,12/17/2018,3.113776959
19N,60,12/18/2018,3.113776959
19N,60,12/19/2018,3.126105905
19N,60,12/20/2018,3.132814862
19N,60,12/21/2018,3.138491671
19N,60,12/22/2018,3.138491671
19N,60,12/23/2018,3.138491671
19N,60,12/24/2018,3.138491671
19N,60,12/25/2018,3.136427377
19N,60,12/26/2018,3.126105905
19N,60,12/27/2018,3.126105905
19N,60,12/28/2018,3.126105905
19N,60,12/29/2018,3.115318077
19N,60,12/30/2018,3.103549939
19N,60,12/31/2018,3.092342388
19N,60,1/1/2019,3.088781662
19N,60,1/2/2019,3.073597563
19N,60,1/3/2019,3.05849677
19N,60,1/4/2019,3.052974189
19N,60,1/5/2019,3.052974189
19N,60,1/6/2019,3.057994717
19N,60,1/7/2019,3.068553971
19N,60,1/8/2019,3.077128077
19N,60,1/9/2019,3.087261629
19N,60,1/10/2019,3.089288339
19N,60,1/11/2019,3.089288339
19N,60,1/12/2019,3.097941478
19N,60,1/13/2019,3.101504535
19N,60,1/14/2019,3.101504535
19N,60,1/15/2019,3.100995527
19N,60,1/16/2019,3.089288339
19N,60,1/17/2019,3.089288339
19N,60,1/18/2019,3.100486519
19N,60,1/19/2019,3.101504535
19N,60,1/20/2019,3.112242906
19N,60,1/21/2019,3.113776959
19N,60,1/22/2019,3.113776959
19N,60,1/23/2019,3.113776959
19N,60,1/24/2019,3.113776959
19N,60,1/25/2019,3.112754257
19N,60,1/26/2019,3.101504535
19N,60,1/27/2019,3.101504535
19N,60,1/28/2019,3.101504535
19N,60,1/29/2019,3.101504535
19N,60,1/30/2019,3.095905445
19N,60,1/31/2019,3.089288339
19N,60,2/1/2019,3.089288339
19N,60,2/2/2019,3.089288339
19N,60,2/3/2019,3.089288339
19N,60,2/4/2019,3.099977511
19N,60,2/5/2019,3.108663449
19N,60,2/6/2019,3.113776959
19N,60,2/7/2019,3.111220204
19N,60,2/8/2019,3.099468503
19N,60,2/9/2019,3.088781662
19N,60,2/10/2019,3.077128077
19N,60,2/11/2019,3.077128077
19N,60,2/12/2019,3.077128077
19N,60,2/13/2019,3.077128077
19N,60,2/14/2019,3.081181498
19N,60,2/15/2019,3.089288339
19N,60,2/16/2019,3.101504535
19N,60,2/17/2019,3.101504535
19N,60,2/18/2019,3.101504535
19N,60,2/19/2019,3.09183338
19N,60,2/20/2019,3.089288339
19N,60,2/21/2019,3.078141432
19N,60,2/22/2019,3.073093204
19N,60,2/23/2019,3.065023457
19N,60,2/24/2019,3.065023457
19N,60,2/25/2019,3.06905833
19N,60,2/26/2019,3.077128077
19N,60,2/27/2019,3.08067482
19N,60,2/28/2019,3.089288339
19N,60,3/1/2019,3.092342388
19N,60,3/2/2019,3.101504535
19N,60,3/3/2019,3.110708853
19N,60,3/4/2019,3.112242906
19N,60,3/5/2019,3.101504535
19N,60,3/6/2019,3.101504535
19N,60,3/7/2019,3.101504535
19N,60,3/8/2019,3.101504535
19N,60,3/9/2019,3.101504535
19N,60,3/10/2019,3.107129396
19N,60,3/11/2019,3.114290665
19N,60,3/12/2019,3.126105905
19N,60,3/13/2019,3.137975597
19N,60,3/14/2019,3.149897648
19N,60,3/15/2019,3.141083939
19N,60,3/16/2019,3.138491671
19N,60,3/17/2019,3.138491671
19N,60,3/18/2019,3.150934555
19N,60,3/19/2019,3.157184707
19N,60,3/20/2019,3.163434859
19N,60,3/21/2019,3.170760374
19N,60,3/22/2019,3.180198234
19N,60,3/23/2019,3.188608935
19N,60,3/24/2019,3.188608935
19N,60,3/25/2019,3.193361828
19N,60,3/26/2019,3.206588743
19N,60,3/27/2019,3.216148334
19N,60,3/28/2019,3.232698456
19N,60,3/29/2019,3.249342642
19N,60,3/30/2019,3.262298363
19N,60,3/31/2019,3.252570343
19N,60,4/1/2019,3.24019749
19N,60,4/2/2019,3.239659539
19N,60,4/3/2019,3.252032393
19N,60,4/4/2019,3.262298363
19N,60,4/5/2019,3.280213406
19N,60,4/6/2019,3.299335513
19N,60,4/7/2019,3.316377381
19N,60,4/8/2019,3.335193873
19N,60,4/9/2019,3.353015045
19N,60,4/10/2019,3.375448174
19N,60,4/11/2019,3.374323776
19N,60,4/12/2019,3.351340183
19N,60,4/13/2019,3.326325891
19N,60,4/14/2019,3.315826821
19N,60,4/15/2019,3.308669543
19N,60,4/16/2019,3.31802906
19N,60,4/17/2019,3.330758594
19N,60,4/18/2019,3.350781896
19N,60,4/19/2019,3.358039631
19N,60,4/20/2019,3.374882049
19N,60,4/21/2019,3.394654834
19N,60,4/22/2019,3.420263523
19N,60,4/23/2019,3.425977952
19N,60,4/24/2019,3.435163811
19N,60,4/25/2019,3.456502965
19N,60,4/26/2019,3.476241503
19N,60,4/27/2019,3.500224712
19N,60,4/28/2019,3.516120193
19N,60,4/29/2019,3.520843864
19N,60,4/30/2019,3.493781991
19N,60,5/1/2019,3.454777957
19N,60,5/2/2019,3.42484576
19N,60,5/3/2019,3.412263323
19N,60,5/4/2019,3.425409182
19N,60,5/5/2019,3.445524779
19N,60,5/6/2019,3.468103975
19N,60,5/7/2019,3.493188801
19N,60,5/8/2019,3.506098953
19N,60,5/9/2019,3.489085893
19N,60,5/10/2019,3.466936814
19N,60,5/11/2019,3.453600032
19N,60,5/12/2019,3.464610642
19N,60,5/13/2019,3.475077059
19N,60,5/14/2019,3.501402855
19N,60,5/15/2019,3.529731273
19N,60,5/16/2019,3.56313417
19N,60,5/17/2019,3.59810101
19N,60,5/18/2019,3.610233443
19N,60,5/19/2019,3.601730764
19N,60,5/20/2019,3.579350532
19N,60,5/21/2019,3.552357982
19N,60,5/22/2019,3.512011852
19N,60,5/23/2019,3.483821315
19N,60,5/24/2019,3.490851734
19N,60,5/25/2019,3.594292117
19N,60,5/26/2019,3.887125596
19N,60,5/27/2019,5.470125327
19N,60,5/28/2019,10.4751927
19N,60,5/29/2019,10.39127227
19N,60,5/30/2019,9.975959807
19N,60,5/31/2019,9.677103469
19N,60,6/1/2019,9.468839526
19N,60,6/2/2019,9.307805069
19N,60,6/3/2019,9.187774509
19N,60,6/4/2019,9.083807153
19N,60,6/5/2019,8.981204104
19N,60,6/6/2019,8.909459138
19N,60,6/7/2019,8.871251771
19N,60,6/8/2019,8.84528519
19N,60,6/9/2019,8.795421365
19N,60,6/10/2019,8.710156255
19N,60,6/11/2019,8.647658843
19N,60,6/12/2019,8.589033098
19N,60,6/13/2019,8.542471076
19N,60,6/14/2019,8.487962809
19N,60,6/15/2019,8.42733226
19N,60,6/16/2019,8.351045885
19N,60,6/17/2019,8.281962222
19N,60,6/18/2019,8.208779898
19N,60,6/19/2019,8.134793742
19N,60,6/20/2019,8.064647334
19N,60,6/21/2019,8.013652898
19N,60,6/22/2019,7.925054844
19N,60,6/23/2019,7.820979191
19N,60,6/24/2019,7.73771079
